id,carat,cut,color,clarity,depth,table,x,y,z,price
28876,0.9,Ideal,G,SI1,61.3,56.0,6.22,6.25,3.82,4092
25910,0.37,Premium,F,VVS1,60.9,59.0,4.71,4.68,2.86,1142
25435,1.06,Ideal,G,VS2,62.1,56.0,6.51,6.54,4.05,6217
15111,0.32,Ideal,G,VVS2,61.0,57.0,4.38,4.35,2.66,936
21914,1.0,Premium,H,VS2,60.8,57.0,6.4,6.35,3.87,4404
2049,0.56,Good,F,SI1,58.2,65.0,5.4,5.44,3.14,1415
14042,2.02,Fair,H,SI2,64.4,59.0,7.87,7.79,5.07,7953
18317,0.32,Ideal,G,VVS1,61.7,55.0,4.38,4.37,2.7,1080
20957,0.72,Very Good,G,VS1,61.8,58.0,5.74,5.77,3.55,2803
7595,0.34,Ideal,G,VS2,62.3,54.0,4.49,4.53,2.81,626
29955,0.53,Ideal,G,VVS2,62.3,55.0,5.18,5.2,3.23,1895
21616,0.41,Premium,H,VS1,62.1,58.0,4.77,4.79,2.97,789
2812,0.7,Good,I,SI1,64.2,58.0,5.52,5.57,3.57,2028
13485,0.51,Ideal,E,SI1,62.3,57.0,5.09,5.11,3.18,1446
16556,0.24,Ideal,G,VVS1,61.7,56.0,3.98,4.01,2.46,559
23116,0.37,Ideal,I,VS1,61.0,56.0,4.62,4.65,2.82,692
5664,0.43,Good,D,SI1,63.8,55.0,4.8,4.82,3.06,1318
26508,1.16,Ideal,G,VS1,61.6,56.0,6.81,6.77,4.18,8092
8459,1.5,Fair,J,SI2,65.0,64.0,7.2,7.14,4.65,5765
4781,1.26,Ideal,I,SI2,61.3,57.0,6.93,6.96,4.25,4829
1488,1.22,Ideal,I,SI2,61.6,57.0,6.9,6.94,4.26,5703
24678,0.41,Premium,G,VS2,61.3,58.0,4.77,4.74,2.91,1061
1511,1.52,Premium,I,VS2,59.3,61.0,7.49,7.45,4.41,9471
16363,0.42,Premium,G,VVS1,61.3,59.0,4.78,4.75,2.92,1228
27232,1.04,Fair,E,SI2,64.6,56.0,6.36,6.32,4.11,5006
10452,0.51,Very Good,G,VS2,61.9,59.0,5.06,5.1,3.14,1376
20591,0.56,Ideal,G,VS2,61.3,56.0,5.3,5.28,3.25,1760
12360,1.32,Premium,I,VS1,61.3,58.0,7.06,7.03,4.31,7976
16632,0.9,Premium,D,SI1,62.1,56.0,6.19,6.24,3.86,4381
7560,0.41,Ideal,E,VS1,62.5,57.0,4.73,4.77,2.97,1103
21789,0.32,Premium,H,VS2,60.8,59.0,4.41,4.44,2.69,648
25828,1.12,Ideal,E,SI2,61.1,56.0,6.73,6.79,4.13,5407
12852,2.0,Premium,F,SI2,61.4,59.0,8.13,8.03,4.95,15254
814,1.02,Premium,I,SI1,62.3,59.0,6.39,6.35,3.97,4391
3183,1.5,Good,I,SI1,63.7,59.0,7.22,7.27,4.61,9081
16235,0.5,Very Good,G,SI1,60.0,57.0,5.1,5.28,3.13,1227
17257,2.22,Premium,H,SI2,61.3,60.0,8.38,8.26,5.1,16937
18085,1.5,Fair,G,VS1,66.4,57.0,7.1,7.02,4.78,12608
20463,1.11,Ideal,J,SI1,61.7,54.0,6.64,6.69,4.11,4092
5742,0.56,Ideal,F,VS1,61.2,56.0,5.4,5.32,3.27,1890
10726,0.39,Premium,D,SI2,59.3,58.0,4.83,4.8,2.86,898
18201,1.52,Very Good,H,SI1,62.3,58.0,7.34,7.36,4.58,10078
6180,0.33,Ideal,F,VVS1,61.7,56.0,4.41,4.47,2.74,893
12174,1.01,Ideal,G,VVS2,61.7,57.0,6.44,6.47,3.98,7408
29497,1.5,Ideal,F,SI1,61.1,54.0,7.41,7.45,4.53,11531
13446,2.01,Very Good,F,SI2,59.8,56.0,8.16,8.21,4.89,18124
22507,0.43,Ideal,D,VVS2,62.0,56.0,4.84,4.85,3.0,1274
7434,2.29,Premium,I,SI2,61.6,60.0,8.51,8.47,5.23,16304
16988,0.4,Premium,E,VS2,61.4,58.0,4.7,4.74,2.9,957
22564,1.01,Ideal,F,VS2,62.3,56.0,6.41,6.46,4.0,6164
5457,0.51,Ideal,F,SI2,61.7,54.0,5.14,5.17,3.18,1274
10339,1.02,Ideal,D,SI2,62.8,56.0,6.44,6.38,4.02,4682
23438,1.51,Ideal,J,SI1,61.7,55.0,7.34,7.37,4.54,6818
28884,1.5,Good,I,VS1,60.8,64.0,7.33,7.31,4.45,6120
6869,0.31,Premium,H,VS2,62.9,59.0,4.27,4.3,2.7,628
5170,1.51,Good,E,SI2,63.1,59.0,7.24,7.26,4.57,9541
10151,1.01,Good,D,SI2,63.3,59.0,6.32,6.36,4.01,5006
2294,0.7,Ideal,E,VVS1,62.0,55.0,5.64,5.68,3.51,4065
13532,0.3,Premium,H,VS2,62.1,58.0,4.3,4.26,2.66,515
13402,1.03,Ideal,G,VS1,61.2,56.0,6.52,6.55,4.0,7589
15142,1.07,Ideal,G,VS2,61.7,55.0,6.56,6.58,4.05,5806
22173,0.72,Ideal,E,SI2,61.9,55.0,5.75,5.78,3.56,2464
3224,0.3,Ideal,F,VVS1,60.7,58.0,4.39,4.36,2.65,814
7417,0.79,Ideal,G,SI1,62.0,57.0,5.95,5.93,3.69,2894
7263,1.34,Ideal,I,SI2,62.0,57.0,7.05,6.99,4.39,5765
21783,0.28,Ideal,E,VS1,62.0,57.0,4.2,4.23,2.61,598
10514,1.51,Ideal,I,VS1,62.6,56.0,7.33,7.27,4.57,8847
10201,0.32,Premium,I,VS2,60.2,58.0,4.4,4.43,2.66,608
18130,1.56,Premium,H,SI2,59.9,57.0,7.61,7.56,4.54,7619
3391,0.33,Very Good,I,VVS2,60.0,56.0,4.56,4.53,2.73,579
8595,1.52,Premium,G,VS1,60.6,59.0,7.43,7.37,4.48,14165
11406,2.0,Premium,H,SI1,60.0,58.0,8.18,8.12,4.89,14863
15868,0.32,Premium,G,VS2,61.2,60.0,4.43,4.4,2.71,561
2437,2.04,Premium,H,SI2,62.7,59.0,8.01,8.1,5.05,11255
28131,1.21,Ideal,F,VS2,60.4,60.0,6.88,6.92,4.17,7226
20949,2.0,Very Good,H,VS1,62.5,60.0,8.04,7.94,5.0,16811
2700,0.5,Ideal,E,SI1,61.9,57.0,5.1,5.07,3.15,1338
5129,0.4,Ideal,D,VS1,62.2,56.0,4.73,4.66,2.93,984
10678,1.01,Premium,F,SI2,60.1,58.0,6.53,6.51,3.92,4556
21184,0.9,Good,F,SI1,63.8,59.0,6.07,6.1,3.88,3669
17969,0.3,Premium,D,VS2,61.2,58.0,4.37,4.35,2.66,911
9812,1.21,Premium,D,SI1,62.7,58.0,6.82,6.76,4.27,6660
14027,0.81,Premium,G,SI1,61.5,57.0,6.06,6.05,3.7,2898
22443,1.8,Premium,F,VS2,61.1,61.0,7.87,7.84,4.78,18115
7506,1.01,Very Good,H,VS1,62.4,60.0,6.18,6.22,3.86,5280
25191,0.52,Ideal,D,VS2,61.4,56.0,5.15,5.17,3.16,1912
1685,0.35,Ideal,G,VS1,61.7,56.0,4.58,4.53,2.81,787
9922,1.22,Ideal,G,VS2,61.1,57.0,6.9,6.94,4.21,8515
8335,2.53,Ideal,J,SI1,62.4,57.0,8.68,8.59,5.39,14687
525,1.01,Very Good,E,SI2,62.5,57.0,6.33,6.37,3.99,4925
17795,0.71,Ideal,G,VS1,62.1,56.0,5.66,5.69,3.53,3055
21766,0.3,Ideal,F,VVS2,62.2,54.0,4.32,4.36,2.7,731
23676,0.31,Very Good,H,VS1,62.9,58.0,4.26,4.31,2.69,544
11489,1.04,Ideal,H,SI2,61.6,57.0,6.53,6.51,4.01,3840
6824,0.3,Ideal,F,IF,61.7,54.0,4.28,4.3,2.65,886
11750,0.75,Premium,E,VS2,61.8,59.0,5.85,5.83,3.61,2837
17758,0.3,Very Good,H,VS1,60.6,61.0,4.27,4.31,2.6,504
19900,0.34,Premium,G,VS1,60.1,60.0,4.55,4.52,2.73,681
18385,1.03,Ideal,F,VVS2,61.1,55.0,6.54,6.57,4.0,8703
12827,1.13,Ideal,G,VS2,61.1,57.0,6.77,6.74,4.12,7744
28259,0.31,Ideal,D,SI1,62.0,55.0,4.34,4.36,2.7,623
26463,0.71,Ideal,I,IF,62.1,54.0,5.72,5.79,3.57,2363
6686,0.72,Ideal,I,VS2,62.0,56.0,5.77,5.73,3.57,2058
11754,0.9,Ideal,D,SI2,61.6,56.0,6.19,6.24,3.83,4007
19394,0.34,Very Good,F,SI2,63.3,54.0,4.44,4.48,2.83,447
28947,0.71,Premium,E,SI2,61.7,59.0,5.67,5.64,3.48,2016
1023,2.03,Premium,H,SI2,62.7,58.0,7.98,8.09,5.04,15064
7036,0.85,Premium,D,SI2,59.6,60.0,6.14,6.12,3.69,4043
22066,0.72,Ideal,F,SI1,61.8,56.0,5.76,5.78,3.56,2262
2994,1.13,Ideal,F,VS2,62.2,57.0,6.65,6.61,4.14,7567
26425,0.3,Premium,G,VVS1,61.4,56.0,4.33,4.3,2.65,1013
16865,2.03,Very Good,J,VS2,62.9,59.0,8.01,8.05,5.05,15653
8503,1.01,Premium,H,SI1,60.8,59.0,6.48,6.45,3.94,5455
13956,0.9,Premium,G,SI1,60.5,61.0,6.18,6.14,3.74,3681
8733,1.52,Ideal,I,SI2,61.6,56.0,7.39,7.39,4.55,8815
9572,0.31,Premium,G,SI1,60.3,58.0,4.43,4.4,2.66,573
804,1.51,Ideal,H,VS2,61.6,57.0,7.37,7.32,4.52,11434
8285,0.5,Premium,F,SI1,60.9,58.0,5.09,5.12,3.11,1838
14612,1.39,Premium,I,VS2,60.7,61.0,7.23,7.27,4.4,7584
20967,1.24,Ideal,H,VVS2,62.0,56.0,6.91,6.84,4.27,8515
14389,0.31,Ideal,H,VS1,61.1,55.0,4.37,4.4,2.68,544
23460,1.21,Premium,F,VS1,60.8,58.0,6.91,6.86,4.2,10011
9287,1.02,Very Good,E,SI2,62.6,56.0,6.4,6.46,4.02,5547
28763,1.03,Premium,F,SI2,62.0,58.0,6.47,6.44,4.0,4149
10174,0.9,Premium,F,SI1,62.4,57.0,6.13,6.15,3.83,3811
7097,1.21,Ideal,G,VS2,60.8,57.0,6.83,6.89,4.19,7751
15937,2.01,Good,I,SI2,64.5,62.0,7.86,7.91,5.07,12092
6443,1.0,Good,G,SI2,63.8,57.0,6.34,6.28,4.03,3142
13740,0.7,Good,H,SI1,64.0,57.0,5.59,5.66,3.6,2122
15714,0.52,Ideal,I,VS2,62.3,56.0,5.18,5.15,3.22,1629
25211,0.41,Premium,G,VS1,60.7,58.0,4.8,4.78,2.9,899
2451,0.4,Ideal,E,SI1,61.9,56.0,4.73,4.74,2.93,788
3985,0.9,Very Good,G,VS2,63.5,58.0,6.04,6.08,3.84,4113
25353,0.72,Ideal,H,IF,62.2,56.0,5.75,5.78,3.59,3327
2407,1.01,Good,E,VS1,63.1,59.0,6.36,6.39,4.03,7477
18006,0.41,Premium,G,VS2,59.8,58.0,4.91,4.88,2.92,1107
14640,0.7,Ideal,J,SI1,62.1,58.0,5.72,5.66,3.54,1931
7594,0.4,Very Good,G,SI1,63.1,57.0,4.69,4.71,2.96,760
29365,0.29,Very Good,G,VS1,59.8,56.0,4.29,4.31,2.58,442
21081,0.57,Ideal,E,VS2,61.4,55.0,5.33,5.36,3.29,1845
17835,0.32,Ideal,E,VS2,62.0,56.0,4.41,4.45,2.74,816
12485,0.3,Ideal,J,VS1,61.9,57.0,4.29,4.32,2.67,394
6246,1.01,Premium,H,SI2,61.3,59.0,6.45,6.41,3.94,4350
11098,1.05,Ideal,G,SI2,62.0,56.0,6.54,6.51,4.04,4986
7792,2.01,Good,H,SI1,64.1,58.0,7.86,7.94,5.05,16900
18915,0.36,Ideal,D,SI2,61.2,56.0,4.56,4.59,2.8,631
28653,0.36,Ideal,G,IF,62.1,56.0,4.55,4.6,2.84,974
17076,1.59,Ideal,G,VS2,62.0,57.0,7.49,7.53,4.64,14860
12447,0.37,Premium,E,VS2,62.7,58.0,4.56,4.55,2.85,1041
789,0.31,Ideal,I,VS2,62.1,57.0,4.31,4.34,2.69,463
8990,0.3,Ideal,I,VVS2,62.3,54.0,4.3,4.34,2.69,526
6952,0.7,Ideal,D,SI1,61.4,55.0,5.71,5.76,3.52,2746
13748,0.9,Premium,F,SI2,60.9,60.0,6.08,6.12,3.72,3507
6085,0.54,Ideal,D,SI1,62.3,56.0,5.19,5.23,3.25,1616
24457,0.5,Very Good,E,SI1,61.0,61.0,5.09,5.14,3.12,1410
22597,0.42,Ideal,D,SI1,61.4,57.0,4.78,4.81,2.94,990
580,0.36,Very Good,E,SI1,62.7,55.0,4.54,4.58,2.86,631
17287,1.69,Very Good,J,VS1,61.8,59.0,7.69,7.61,4.73,9012
8968,0.59,Ideal,F,VS1,61.8,56.0,5.38,5.41,3.33,2092
4428,0.31,Premium,H,VS1,63.0,58.0,4.35,4.33,2.73,698
9167,0.5,Very Good,J,VS2,61.7,58.0,5.15,5.19,3.19,1053
15365,0.35,Premium,D,VS2,61.6,58.0,4.55,4.58,2.81,739
12840,0.32,Premium,H,VVS1,61.2,59.0,4.41,4.45,2.71,730
17126,1.01,Very Good,G,VS2,63.5,58.0,6.33,6.37,4.02,5779
20329,1.02,Ideal,G,SI1,61.5,57.0,6.45,6.49,3.97,5455
3663,0.53,Ideal,E,SI1,61.8,56.0,5.21,5.16,3.2,1612
24209,0.72,Ideal,G,SI1,61.4,56.0,5.77,5.82,3.55,2562
6227,0.54,Ideal,D,VVS2,62.0,54.0,5.24,5.2,3.24,2211
22576,0.73,Very Good,D,SI2,62.5,58.0,5.71,5.74,3.58,2686
20518,0.4,Very Good,I,VS1,63.6,59.0,4.66,4.69,2.98,695
11201,0.3,Ideal,E,VS1,61.9,57.0,4.28,4.3,2.65,846
10503,0.32,Ideal,G,SI1,62.8,54.0,4.37,4.39,2.75,531
28728,1.01,Premium,G,SI2,59.8,59.0,6.54,6.49,3.9,3655
24787,2.05,Premium,H,SI2,61.9,59.0,8.17,8.12,5.03,15169
13913,0.42,Premium,I,VS2,60.3,61.0,4.83,4.87,2.92,807
21525,0.51,Ideal,D,VS1,61.3,55.0,5.18,5.15,3.17,2052
9497,0.71,Ideal,F,VS2,61.8,58.0,5.72,5.74,3.54,2942
16814,0.64,Ideal,G,VS1,60.8,55.0,5.58,5.53,3.36,2228
22502,0.31,Premium,D,SI1,60.6,60.0,4.41,4.38,2.65,552
4807,0.9,Very Good,F,SI2,63.2,57.0,6.12,6.16,3.88,3629
18343,1.1,Premium,H,VS2,60.4,62.0,6.58,6.65,3.99,5436
25216,1.0,Good,F,SI1,63.7,60.0,6.27,6.31,4.0,4502
21336,0.7,Premium,F,SI1,61.1,59.0,5.74,5.71,3.5,2562
20722,0.76,Premium,H,SI1,61.0,56.0,5.89,5.84,3.57,2316
3256,1.01,Very Good,H,SI1,61.0,60.0,6.48,6.52,3.97,4836
18452,0.44,Good,F,VS1,62.3,62.0,4.85,4.88,3.03,1290
14688,1.07,Premium,G,VS2,61.9,58.0,6.51,6.55,4.05,6587
17811,1.51,Premium,D,SI1,62.3,58.0,7.37,7.42,4.6,11848
27052,0.7,Ideal,I,SI2,61.0,56.0,5.76,5.79,3.52,1920
17351,0.42,Premium,G,VS2,59.8,58.0,4.85,4.89,2.92,847
21246,0.51,Ideal,G,SI1,61.7,55.0,5.15,5.18,3.19,1438
25937,0.3,Ideal,D,VS2,61.6,55.0,4.33,4.35,2.67,661
2460,0.32,Premium,H,VS1,58.7,61.0,4.4,4.43,2.62,596
13497,0.32,Ideal,G,SI1,61.6,57.0,4.43,4.39,2.72,477
24014,0.53,Premium,E,SI1,61.7,61.0,5.22,5.16,3.2,1395
10358,0.55,Very Good,G,VS2,61.5,58.0,5.25,5.29,3.24,1646
23791,1.0,Ideal,G,SI2,60.9,58.0,6.42,6.46,3.93,5967
20004,0.52,Ideal,G,VS2,61.8,56.0,5.11,5.15,3.17,1577
27455,0.4,Ideal,I,VVS2,61.3,56.0,4.8,4.78,2.93,1125
28910,0.3,Ideal,G,VS1,62.1,57.0,4.27,4.31,2.66,625
18615,1.15,Ideal,H,SI1,62.1,57.0,6.77,6.71,4.18,5676
18932,1.0,Premium,G,VS1,59.8,58.0,6.49,6.52,3.89,6534
17245,1.02,Very Good,G,SI2,62.7,59.0,6.4,6.45,4.03,4438
3688,0.32,Very Good,H,SI1,62.8,57.0,4.32,4.34,2.72,449
17790,0.4,Ideal,G,VVS1,61.4,57.0,4.7,4.73,2.89,1200
2151,0.75,Ideal,I,VS2,61.9,56.0,5.83,5.85,3.62,2453
10614,0.33,Ideal,G,VVS1,62.3,56.0,4.42,4.45,2.76,772
1573,0.52,Very Good,G,VVS2,61.8,59.0,5.18,5.15,3.19,2013
5143,0.51,Premium,F,SI1,58.0,60.0,5.3,5.22,3.04,1265
24936,0.52,Ideal,D,VS1,61.3,56.0,5.19,5.22,3.19,1892
23510,1.01,Premium,F,SI1,61.1,56.0,6.44,6.47,3.94,4782
26756,0.34,Ideal,I,VS2,62.4,56.0,4.51,4.48,2.81,521
17511,0.56,Ideal,F,VS1,61.5,56.0,5.33,5.37,3.28,1915
22007,1.0,Premium,G,SI2,59.8,62.0,6.51,6.46,3.87,3911
10760,1.09,Premium,H,SI2,59.7,59.0,6.75,6.71,4.01,4749
4537,1.02,Premium,H,SI1,60.1,58.0,6.54,6.48,3.91,4932
25250,1.51,Premium,I,SI1,62.5,59.0,7.28,7.31,4.56,7903
26075,1.53,Premium,E,SI1,61.4,59.0,7.43,7.38,4.55,13564
10559,1.23,Ideal,G,VS2,62.1,56.0,6.82,6.88,4.25,8940
14581,1.41,Very Good,H,VS2,63.1,58.0,7.17,7.08,4.48,6987
10978,1.01,Ideal,I,SI2,61.4,56.0,6.44,6.47,3.97,4269
15631,2.14,Premium,I,SI2,61.1,58.0,8.35,8.29,5.08,14037
25079,0.46,Ideal,E,VS2,62.2,56.0,4.89,4.93,3.06,1026
4192,0.41,Very Good,E,VS2,63.0,58.0,4.73,4.74,2.99,938
10068,0.7,Ideal,D,SI1,61.6,56.0,5.72,5.7,3.51,2726
16956,0.31,Ideal,F,VVS1,61.0,56.0,4.37,4.4,2.66,814
10911,0.23,Ideal,F,VS2,62.0,55.0,3.92,3.94,2.44,396
18935,1.01,Ideal,G,SI1,61.3,55.0,6.42,6.47,3.95,5364
21633,1.0,Ideal,E,SI1,62.0,56.0,6.39,6.43,3.98,5456
15696,0.31,Ideal,G,VVS2,61.6,57.0,4.37,4.39,2.69,694
5571,0.71,Ideal,H,SI1,61.9,57.0,5.69,5.71,3.53,2096
9893,0.52,Ideal,G,VS1,61.4,56.0,5.2,5.22,3.2,1813
23817,0.9,Very Good,H,SI2,62.4,58.0,6.11,6.14,3.82,2726
27347,2.02,Very Good,I,VS1,63.4,59.0,7.98,8.02,5.05,16779
24195,1.02,Good,G,VS1,63.9,58.0,6.31,6.36,4.05,6861
25343,0.85,Good,D,SI2,60.2,54.0,6.18,6.22,3.72,3823
3877,1.01,Good,E,SI1,63.6,59.0,6.36,6.39,4.06,5037
17865,0.27,Very Good,E,VS1,58.9,59.0,4.18,4.21,2.46,470
25112,0.44,Good,E,SI1,63.1,61.0,4.85,4.81,3.06,953
15481,0.33,Ideal,G,VS1,62.2,56.0,4.46,4.43,2.76,854
29216,0.32,Premium,I,VVS2,61.6,58.0,4.35,4.39,2.69,561
11715,0.54,Ideal,H,VVS1,62.4,55.0,5.21,5.19,3.25,2016
534,0.6,Ideal,H,VVS1,60.6,57.0,5.44,5.49,3.3,2536
17820,0.37,Premium,G,SI1,60.3,59.0,4.62,4.66,2.8,492
13876,0.35,Ideal,D,VS2,61.6,55.0,4.54,4.58,2.81,829
10629,0.41,Ideal,G,VS2,62.2,57.0,4.79,4.76,2.97,1061
9239,0.9,Very Good,F,SI1,63.0,57.0,6.08,6.14,3.86,4064
2620,0.33,Ideal,F,VS2,60.0,57.9,4.49,4.46,2.69,854
17605,1.09,Ideal,H,SI1,61.7,57.0,6.56,6.62,4.07,5690
12269,0.34,Ideal,F,VS2,62.4,55.0,4.47,4.45,2.79,704
1268,0.41,Ideal,F,VVS1,61.7,57.0,4.79,4.78,2.95,1356
26589,0.7,Ideal,H,SI1,61.8,56.0,5.71,5.75,3.54,2276
7700,0.33,Ideal,D,VS2,62.3,56.0,4.41,4.45,2.76,781
19930,0.52,Ideal,D,VS2,61.5,56.0,5.16,5.2,3.19,1774
10422,0.3,Very Good,H,SI1,61.1,61.0,4.28,4.34,2.64,421
10699,1.12,Premium,F,SI1,59.8,58.0,6.83,6.79,4.06,5142
26301,1.57,Premium,I,VS1,60.5,59.0,7.53,7.61,4.56,10286
3370,1.66,Ideal,G,VS2,61.2,57.0,7.62,7.66,4.66,13853
23836,1.0,Very Good,F,VS2,61.9,58.0,6.38,6.41,3.96,6145
15436,0.41,Very Good,F,VVS1,63.1,57.0,4.74,4.72,2.99,1203
25908,1.02,Premium,I,SI2,62.5,61.0,6.39,6.32,3.97,3056
2517,0.91,Very Good,D,SI1,63.0,58.0,6.11,6.15,3.87,3819
13834,0.39,Very Good,G,VS2,62.2,56.0,4.64,4.68,2.89,746
8997,1.01,Good,F,VS2,63.6,57.0,6.31,6.35,4.02,6921
24328,0.9,Ideal,D,SI2,62.3,56.0,6.15,6.23,3.86,3692
1595,1.22,Premium,F,SI2,61.6,58.0,6.91,6.84,4.24,5387
24197,1.09,Ideal,G,SI1,61.7,57.0,6.59,6.61,4.07,5192
7146,0.39,Ideal,G,VS1,61.7,56.4,4.68,4.7,2.9,753
10720,0.53,Ideal,D,VS1,61.9,57.0,5.2,5.22,3.22,1910
2469,1.05,Good,F,SI1,64.1,58.0,6.37,6.41,4.11,4925
3982,1.21,Very Good,J,SI1,63.3,58.0,6.72,6.79,4.27,5217
26451,1.04,Premium,F,VS2,62.0,58.0,6.52,6.49,4.02,6996
9867,1.69,Very Good,I,VS2,62.8,58.0,7.51,7.57,4.73,12392
955,0.49,Ideal,H,SI2,60.7,55.0,5.12,5.14,3.12,1020
24648,0.43,Very Good,D,VS2,61.5,55.0,4.89,4.92,3.02,1166
21676,0.62,Ideal,H,IF,61.6,57.0,5.49,5.52,3.39,3384
6364,1.04,Very Good,H,SI1,63.1,61.0,6.46,6.4,4.06,5047
375,0.3,Ideal,D,VVS2,61.7,57.0,4.31,4.28,2.65,858
14591,0.7,Ideal,E,SI1,61.4,56.0,5.72,5.75,3.52,2575
17950,1.06,Very Good,G,SI2,61.6,56.0,6.59,6.56,4.04,4711
13388,1.21,Premium,I,SI1,60.7,61.0,6.89,6.85,4.17,5302
4331,1.03,Premium,H,VS2,60.6,58.0,6.57,6.53,3.97,5690
18745,2.15,Very Good,G,SI2,61.9,60.0,8.29,8.34,5.15,18729
17927,0.31,Ideal,D,SI1,61.3,57.0,4.28,4.34,2.64,732
24041,0.31,Ideal,E,VVS1,61.5,59.0,4.34,4.37,2.68,789
16311,0.33,Ideal,G,VS2,62.1,54.0,4.42,4.45,2.75,643
2582,0.51,Ideal,G,VVS1,62.0,55.0,5.16,5.2,3.2,1857
23656,2.02,Ideal,H,SI1,62.0,57.0,8.19,8.07,5.02,17600
1340,0.4,Good,G,VS2,63.4,57.0,4.67,4.7,2.97,787
7293,0.31,Ideal,G,VVS2,60.8,56.0,4.38,4.4,2.67,687
16284,0.52,Premium,D,SI2,59.6,61.0,5.28,5.22,3.13,1235
989,0.54,Ideal,H,VS2,62.7,57.0,5.18,5.22,3.26,1437
25074,0.3,Premium,G,VVS1,62.9,58.0,4.28,4.25,2.68,1013
11520,0.33,Ideal,E,VS2,61.8,56.0,4.44,4.47,2.76,723
15531,1.01,Very Good,D,SI1,62.4,58.0,6.34,6.39,3.97,5755
15752,0.83,Ideal,H,SI1,61.4,57.0,6.08,6.05,3.73,2870
15435,1.5,Good,I,VS1,62.8,55.0,7.23,7.28,4.56,9399
15375,0.72,Ideal,E,VS1,61.2,55.0,5.79,5.82,3.55,3446
24556,0.52,Ideal,G,SI1,62.2,56.0,5.14,5.18,3.21,1351
3856,0.31,Premium,H,VS1,62.2,59.0,4.32,4.35,2.7,544
17294,1.51,Good,G,SI2,63.2,60.0,7.11,7.3,4.56,7177
20873,0.75,Premium,F,VS1,60.9,58.0,5.85,5.9,3.57,2780
147,0.7,Good,D,VVS2,64.0,55.0,5.55,5.63,3.58,2527
22151,2.01,Premium,H,SI1,60.6,59.0,8.07,8.13,4.91,16358
12118,0.71,Ideal,I,VVS1,60.9,55.0,5.77,5.83,3.53,2609
21523,0.5,Premium,E,VS2,61.2,58.0,5.13,5.11,3.13,1719
7775,2.02,Ideal,G,SI1,61.9,56.0,8.1,8.18,5.03,18759
12933,1.0,Good,G,SI2,64.2,58.0,6.28,6.23,4.02,3774
15063,2.06,Ideal,G,SI2,62.7,57.0,8.14,8.09,5.1,17905
6730,1.03,Very Good,E,SI1,63.2,56.0,6.43,6.47,4.07,5477
23655,0.34,Premium,H,VS1,60.8,56.0,4.51,4.48,2.74,765
12226,0.31,Premium,F,VS2,62.1,59.0,4.35,4.31,2.69,802
16599,0.9,Premium,D,SI2,61.9,58.0,6.15,6.2,3.82,3774
16065,0.36,Ideal,G,VS2,61.2,55.0,4.59,4.62,2.82,765
13610,0.54,Ideal,G,VS2,61.4,56.0,5.2,5.24,3.2,1607
3631,0.32,Ideal,H,VVS1,61.5,56.0,4.43,4.4,2.72,932
10748,0.53,Good,E,VVS2,63.3,54.0,5.17,5.19,3.28,2145
17852,1.5,Premium,J,VS2,62.2,60.0,7.31,7.41,4.58,7650
21895,0.5,Premium,G,VS2,61.5,59.0,5.12,5.09,3.14,1415
1820,1.04,Very Good,H,VS2,62.6,56.0,6.45,6.48,4.05,5272
3855,0.32,Very Good,D,SI1,60.8,62.0,4.4,4.43,2.69,532
23444,0.35,Ideal,E,SI1,61.9,55.0,4.51,4.55,2.81,636
5378,1.02,Premium,E,SI2,60.2,61.0,6.54,6.48,3.92,4138
27512,0.51,Ideal,D,VS1,62.1,55.0,5.11,5.14,3.18,1793
3986,0.54,Ideal,F,VS2,61.9,56.0,5.22,5.19,3.23,1836
11977,0.47,Ideal,D,VS2,62.5,56.0,4.94,4.97,3.1,1249
316,0.72,Ideal,I,VS1,61.9,56.0,5.74,5.76,3.56,2596
12374,2.01,Very Good,E,SI2,63.0,58.0,7.98,8.03,5.06,16723
16933,1.01,Ideal,E,SI1,62.0,57.0,6.38,6.41,3.96,6279
19291,0.34,Ideal,D,SI1,60.9,56.0,4.54,4.56,2.77,851
17867,0.7,Very Good,E,VS1,60.4,62.0,5.67,5.71,3.42,3145
21638,0.81,Ideal,F,VS1,61.9,57.0,5.99,6.0,3.71,3909
5618,0.32,Ideal,I,VVS1,63.0,57.0,4.38,4.36,2.75,709
272,0.7,Ideal,I,SI2,61.1,57.0,5.72,5.75,3.51,1864
16876,0.42,Ideal,G,VVS2,61.6,56.0,4.84,4.79,2.97,1187
8384,0.3,Ideal,G,VVS2,62.4,57.0,4.26,4.29,2.67,684
12385,1.51,Premium,I,SI1,62.0,58.0,7.39,7.31,4.57,8069
16504,0.5,Premium,D,SI2,61.9,58.0,5.12,5.09,3.15,1415
12390,0.32,Ideal,G,VS2,62.1,54.0,4.4,4.42,2.74,549
24622,0.72,Ideal,H,VS1,62.8,57.0,5.69,5.74,3.59,3235
15284,0.3,Ideal,G,VS1,62.1,57.0,4.34,4.31,2.68,633
29350,0.56,Ideal,D,VS2,61.8,55.0,5.3,5.34,3.29,1882
21595,0.91,Ideal,E,SI1,61.0,57.0,6.25,6.28,3.81,4511
12659,1.01,Premium,G,VVS2,62.5,58.0,6.34,6.36,3.97,6966
845,2.08,Ideal,F,SI2,59.3,57.0,8.35,8.27,4.94,17448
9228,1.51,Premium,H,VS2,62.5,59.0,7.37,7.27,4.57,11105
